scenario,replication,method,success,converged,diagnostic,error,subgroup_difference_truth,subgroup_difference_estimate,subgroup_difference_standard_error,subgroup_difference_lower,subgroup_difference_upper,subgroup_difference_error,subgroup_difference_covered,cate_mse,candidate_id,min_samples_leaf,max_samples,max_depth,fit_seed,runtime_seconds
published_scenario,4,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.11864892296348006,0.1323110462191981,-0.3779785735531083,0.1406807276261482,0.057998945243760036,True,0.010890974242805981,cf_07,10,0.5,,3360635865,0.5342857079958776
published_scenario,4,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.10572754398425477,0.12034438704817393,-0.3416025425986757,0.13014745463016614,0.07092032422298533,True,0.007701478739267306,cf_08,10,0.5,5.0,3360635865,0.4976868750018184
published_scenario,4,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.10108318569288272,0.09872369207690436,-0.2945816221636153,0.09241525077784982,0.07556468251435738,True,0.007502054564771843,cf_09,20,0.45,,3360635865,0.46823795799718937
published_scenario,4,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.09739323248342413,0.09482087148833457,-0.28324214060055986,0.08845567563371162,0.07925463572381597,True,0.00708645285117337,cf_10,20,0.45,5.0,3360635865,0.47360254199884366
published_scenario,4,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.09711620494475742,0.10132298968281975,-0.2957092647230841,0.10147685483356927,0.07953166326248268,True,0.00824075534823028,cf_11,20,0.5,,3360635865,0.4850248750008177
published_scenario,4,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.09363249791250605,0.09865238591633645,-0.2869911743085255,0.09972617848351337,0.08301537029473405,True,0.007497672894845184,cf_12,20,0.5,5.0,3360635865,0.4763453749983455
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.32380816699663795,0.183740746079181,-0.6839400293118327,0.03632369531855684,-0.14716029878939785,True,0.012337441755907669,cf_01,5,0.45,,3369272816,0.572714250003628
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.2865020345252872,0.15245675984850277,-0.5853172838283527,0.012313214777778192,-0.10985416631804712,True,0.006913653807262293,cf_02,5,0.45,5.0,3369272816,0.49594570800400106
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.33076098591313574,0.19364656847026762,-0.7103082601148603,0.048786288288588775,-0.15411311770589564,True,0.013147882149758835,cf_03,5,0.5,,3369272816,0.6013210419987445
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.29079341231083344,0.16634187356174554,-0.6168234844918548,0.035236659870187814,-0.11414554410359334,True,0.007520847904362761,cf_04,5,0.5,5.0,3369272816,0.5101716249992023
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.29193992860356394,0.16584957431231,-0.6170050942556915,0.03312523704856368,-0.11529206039632384,True,0.007330963358213693,cf_05,10,0.45,,3369272816,0.5211989160015946
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.273695906954084,0.15732997669238202,-0.5820626612711528,0.03467084736298476,-0.09704803874684392,True,0.005775439111292523,cf_06,10,0.45,5.0,3369272816,0.48258116700162645
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.2956328846873802,0.15632521640226502,-0.6020303088358196,0.010764539461059208,-0.1189850164801401,True,0.008043319623691208,cf_07,10,0.5,,3369272816,0.5458727910008747
published_scenario,5,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.28158791976204856,0.14686964987266454,-0.5694524335124711,0.006276593988373935,-0.10494005155480846,True,0.0062994119057069005,cf_08,10,0.5,5.0,3369272816,0.5008196249982575
